region_id,municipality,county,state
252,WALKER,CENTRE,PA
1623,WORTH,CENTRE,PA
1357,ATGLEN,CHESTER,PA
827,AVONDALE,CHESTER,PA
287,BIRMINGHAM,CHESTER,PA
694,CALN,CHESTER,PA
2117,CHARLESTOWN,CHESTER,PA
908,COATESVILLE,CHESTER,PA
1240,DOWNINGTOWN,CHESTER,PA
453,EAST BRADFORD,CHESTER,PA
97,EAST BRANDYWINE,CHESTER,PA
2165,EAST CALN,CHESTER,PA
910,EAST COVENTRY,CHESTER,PA
1487,EAST FALLOWFIELD,CHESTER,PA
1450,EAST GOSHEN,CHESTER,PA
1403,EAST MARLBOROUGH,CHESTER,PA
637,EAST NANTMEAL,CHESTER,PA
927,EAST NOTTINGHAM,CHESTER,PA
1308,EAST PIKELAND,CHESTER,PA
1127,EAST VINCENT,CHESTER,PA
2502,EAST WHITELAND,CHESTER,PA
1655,EASTTOWN,CHESTER,PA
1263,ELK,CHESTER,PA
160,ELVERSON,CHESTER,PA
1089,FRANKLIN,CHESTER,PA
865,HIGHLAND,CHESTER,PA
1139,HONEY BROOK,CHESTER,PA
451,KENNETT,CHESTER,PA
363,KENNETT SQUARE,CHESTER,PA
2220,LONDON BRITAIN,CHESTER,PA
428,LONDON GROVE,CHESTER,PA
1061,LONDONDERRY,CHESTER,PA
1064,LOWER OXFORD,CHESTER,PA
397,MALVERN,CHESTER,PA
607,MODENA,CHESTER,PA
1466,NEW GARDEN,CHESTER,PA
1463,NEW LONDON,CHESTER,PA
1036,NEWLIN,CHESTER,PA
1215,NORTH COVENTRY,CHESTER,PA
788,OXFORD,CHESTER,PA
2572,PARKESBURG,CHESTER,PA
1318,PENN,CHESTER,PA
2226,PENNSBURY,CHESTER,PA
1287,PHOENIXVILLE,CHESTER,PA
1612,POCOPSON,CHESTER,PA
2396,SADSBURY,CHESTER,PA
939,SCHUYLKILL,CHESTER,PA
772,SOUTH COATESVILLE,CHESTER,PA
942,SOUTH COVENTRY,CHESTER,PA
1227,SPRING CITY,CHESTER,PA
830,THORNBURY,CHESTER,PA
1451,TREDYFFRIN,CHESTER,PA
794,UPPER OXFORD,CHESTER,PA
1442,UPPER UWCHLAN,CHESTER,PA
2414,UWCHLAN,CHESTER,PA
1156,VALLEY,CHESTER,PA
685,WALLACE,CHESTER,PA
1628,WARWICK,CHESTER,PA
757,WEST BRADFORD,CHESTER,PA
2562,WEST BRANDYWINE,CHESTER,PA
1083,WEST CALN,CHESTER,PA
1579,WEST CHESTER,CHESTER,PA
906,WEST FALLOWFIELD,CHESTER,PA
1270,WEST GOSHEN,CHESTER,PA
964,WEST GROVE,CHESTER,PA
1571,WEST MARLBOROUGH,CHESTER,PA
989,WEST NANTMEAL,CHESTER,PA
992,WEST NOTTINGHAM,CHESTER,PA
1159,WEST PIKELAND,CHESTER,PA
1224,WEST SADSBURY,CHESTER,PA
1091,WEST VINCENT,CHESTER,PA
1094,WEST WHITELAND,CHESTER,PA
2454,WESTTOWN,CHESTER,PA
94,WILLISTOWN,CHESTER,PA
966,ASHLAND,CLARION,PA
968,BEAVER,CLARION,PA
1583,BRADY,CLARION,PA
1575,CALLENSBURG,CLARION,PA
1510,CLARION,CLARION,PA
1217,EAST BRADY,CLARION,PA
1453,ELK,CLARION,PA
2014,EMLENTON,CLARION,PA
1028,FARMINGTON,CLARION,PA
1107,FOXBURG,CLARION,PA
1441,HAWTHORN,CLARION,PA
1034,HIGHLAND,CLARION,PA
1185,KNOX,CLARION,PA
855,LICKING,CLARION,PA
767,LIMESTONE,CLARION,PA
770,MADISON,CLARION,PA
1415,MILLCREEK,CLARION,PA
1805,MONROE,CLARION,PA
1458,NEW BETHLEHEM,CLARION,PA
1418,PAINT,CLARION,PA
1630,PERRY,CLARION,PA
1500,PINEY,CLARION,PA
1503,PORTER,CLARION,PA
1464,REDBANK,CLARION,PA
1230,RICHLAND,CLARION,PA
1058,RIMERSBURG,CLARION,PA
822,SALEM,CLARION,PA
1449,SHIPPENVILLE,CLARION,PA
814,SLIGO,CLARION,PA
1026,ST PETERSBURG,CLARION,PA
816,STRATTANVILLE,CLARION,PA
2563,TOBY,CLARION,PA
1024,WASHINGTON,CLARION,PA
1005,BECCARIA,CLEARFIELD,PA
1047,BELL,CLEARFIELD,PA
1632,BIGLER,CLEARFIELD,PA
1208,BLOOM,CLEARFIELD,PA
1210,BOGGS,CLEARFIELD,PA
1057,BRADFORD,CLEARFIELD,PA
1455,BRADY,CLEARFIELD,PA
743,BRISBIN,CLEARFIELD,PA
802,BURNSIDE,CLEARFIELD,PA
309,BURNSIDE,CLEARFIELD,PA
775,CHEST,CLEARFIELD,PA
656,CHESTER HILL,CLEARFIELD,PA
760,CLEARFIELD,CLEARFIELD,PA
763,COALPORT,CLEARFIELD,PA
953,COOPER,CLEARFIELD,PA
1382,COVINGTON,CLEARFIELD,PA
1228,CURWENSVILLE,CLEARFIELD,PA
779,DECATUR,CLEARFIELD,PA
1398,DUBOIS,CLEARFIELD,PA
1507,FALLS CREEK,CLEARFIELD,PA
1412,FERGUSON,CLEARFIELD,PA
845,GIRARD,CLEARFIELD,PA
936,GLEN HOPE,CLEARFIELD,PA
1483,GOSHEN,CLEARFIELD,PA
996,GRAHAM,CLEARFIELD,PA
1494,GRAMPIAN,CLEARFIELD,PA
999,GREENWOOD,CLEARFIELD,PA
1002,GULICH,CLEARFIELD,PA
1409,HOUTZDALE,CLEARFIELD,PA
1195,HUSTON,CLEARFIELD,PA
1425,IRVONA,CLEARFIELD,PA
810,JORDAN,CLEARFIELD,PA
771,KARTHAUS,CLEARFIELD,PA
1052,KNOX,CLEARFIELD,PA
1937,LAWRENCE,CLEARFIELD,PA
1613,MAHAFFEY,CLEARFIELD,PA
1031,MORRIS,CLEARFIELD,PA
1592,NEW WASHINGTON,CLEARFIELD,PA
1212,NEWBURG,CLEARFIELD,PA
1015,OSCEOLA MILLS,CLEARFIELD,PA
1248,PENN,CLEARFIELD,PA
795,PIKE,CLEARFIELD,PA
947,PINE,CLEARFIELD,PA
1017,RAMEY,CLEARFIELD,PA
2059,SANDY,CLEARFIELD,PA
1497,TROUTVILLE,CLEARFIELD,PA
951,UNION,CLEARFIELD,PA
1013,WALLACETON,CLEARFIELD,PA
1407,WESTOVER,CLEARFIELD,PA
1232,WOODWARD,CLEARFIELD,PA
1022,ALLISON,CLINTON,PA
1290,AVIS,CLINTON,PA
1469,BALD EAGLE,CLINTON,PA
813,BEECH CREEK,CLINTON,PA
1375,CASTANEA,CLINTON,PA
467,CHAPMAN,CLINTON,PA
1378,COLEBROOK,CLINTON,PA
1446,CRAWFORD,CLINTON,PA
1245,DUNNSTABLE,CLINTON,PA
616,EAST KEATING,CLINTON,PA
1081,FLEMINGTON,CLINTON,PA
414,GALLAGHER,CLINTON,PA
249,GREENE,CLINTON,PA
222,GRUGAN,CLINTON,PA
50,LAMAR,CLINTON,PA
53,LEIDY,CLINTON,PA
1423,LOCK HAVEN,CLINTON,PA
345,LOGAN,CLINTON,PA
271,LOGANTON,CLINTON,PA
327,MILL HALL,CLINTON,PA
540,NOYES,CLINTON,PA
2555,PINE CREEK,CLINTON,PA
242,PORTER,CLINTON,PA
476,RENOVO,CLINTON,PA
566,SOUTH RENOVO,CLINTON,PA
354,WAYNE,CLINTON,PA
1361,WEST KEATING,CLINTON,PA
1735,WOODWARD,CLINTON,PA
2013,ASHLAND,COLUMBIA,PA
653,BEAVER,COLUMBIA,PA
154,BENTON,COLUMBIA,PA
114,BERWICK,COLUMBIA,PA
1384,BLOOMSBURG,COLUMBIA,PA
2279,BRIAR CREEK,COLUMBIA,PA
510,BRIAR CREEK,COLUMBIA,PA
512,CATAWISSA,COLUMBIA,PA
223,CATAWISSA,COLUMBIA,PA
292,CENTRALIA,COLUMBIA,PA
615,CLEVELAND,COLUMBIA,PA
143,CONYNGHAM,COLUMBIA,PA
203,FISHING CREEK,COLUMBIA,PA
522,FRANKLIN,COLUMBIA,PA
524,GREENWOOD,COLUMBIA,PA
526,HEMLOCK,COLUMBIA,PA
599,JACKSON,COLUMBIA,PA
535,LOCUST,COLUMBIA,PA
561,MADISON,COLUMBIA,PA
165,MAIN,COLUMBIA,PA
1811,MIFFLIN,COLUMBIA,PA
268,MILLVILLE,COLUMBIA,PA
1858,MONTOUR,COLUMBIA,PA
227,MT PLEASANT,COLUMBIA,PA
157,NORTH CENTRE,COLUMBIA,PA
601,ORANGE,COLUMBIA,PA
454,ORANGEVILLE,COLUMBIA,PA
660,PINE,COLUMBIA,PA
663,ROARING CREEK,COLUMBIA,PA
1372,SCOTT,COLUMBIA,PA
1538,SOUTH CENTRE,COLUMBIA,PA
456,STILLWATER,COLUMBIA,PA
109,SUGARLOAF,COLUMBIA,PA
1385,ATHENS,CRAWFORD,PA
559,BEAVER,CRAWFORD,PA
69,BLOOMFIELD,CRAWFORD,PA
241,BLOOMING VALLEY,CRAWFORD,PA
673,CAMBRIDGE,CRAWFORD,PA
247,CAMBRIDGE SPRINGS,CRAWFORD,PA
317,CENTERVILLE,CRAWFORD,PA
516,COCHRANTON,CRAWFORD,PA
391,CONNEAUT,CRAWFORD,PA
149,CONNEAUT LAKE,CRAWFORD,PA
716,CONNEAUTVILLE,CRAWFORD,PA
248,CUSSEWAGO,CRAWFORD,PA
731,EAST FAIRFIELD,CRAWFORD,PA
734,EAST FALLOWFIELD,CRAWFORD,PA
168,EAST MEAD,CRAWFORD,PA
171,FAIRFIELD,CRAWFORD,PA
715,GREENWOOD,CRAWFORD,PA
113,HAYFIELD,CRAWFORD,PA
1328,HYDETOWN,CRAWFORD,PA
489,LINESVILLE,CRAWFORD,PA
413,MEADVILLE,CRAWFORD,PA
289,NORTH SHENANGO,CRAWFORD,PA
2422,OIL CREEK,CRAWFORD,PA
229,PINE,CRAWFORD,PA
325,RANDOLPH,CRAWFORD,PA
563,RICHMOND,CRAWFORD,PA
200,ROCKDALE,CRAWFORD,PA
245,ROME,CRAWFORD,PA
437,SADSBURY,CRAWFORD,PA
508,SAEGERTOWN,CRAWFORD,PA
65,SOUTH SHENANGO,CRAWFORD,PA
611,SPARTA,CRAWFORD,PA
152,SPARTANSBURG,CRAWFORD,PA
396,SPRING,CRAWFORD,PA
609,SPRINGBORO,CRAWFORD,PA
55,STEUBEN,CRAWFORD,PA
424,SUMMERHILL,CRAWFORD,PA
425,SUMMIT,CRAWFORD,PA
576,TITUSVILLE,CRAWFORD,PA
198,TOWNVILLE,CRAWFORD,PA
372,TROY,CRAWFORD,PA
375,UNION,CRAWFORD,PA
49,VENANGO,CRAWFORD,PA
314,VENANGO,CRAWFORD,PA
1921,VERNON,CRAWFORD,PA
1332,WAYNE,CRAWFORD,PA
572,WEST FALLOWFIELD,CRAWFORD,PA
1996,WEST MEAD,CRAWFORD,PA
117,WEST SHENANGO,CRAWFORD,PA
398,WOODCOCK,CRAWFORD,PA
665,WOODCOCK,CRAWFORD,PA
79,CAMP HILL,CUMBERLAND,PA
81,CARLISLE,CUMBERLAND,PA
568,COOKE,CUMBERLAND,PA
515,DICKINSON,CUMBERLAND,PA
2433,EAST PENNSBORO,CUMBERLAND,PA
1117,HAMPDEN,CUMBERLAND,PA
357,HOPEWELL,CUMBERLAND,PA
86,LEMOYNE,CUMBERLAND,PA
2277,LOWER ALLEN,CUMBERLAND,PA
272,LOWER FRANKFORD,CUMBERLAND,PA
275,LOWER MIFFLIN,CUMBERLAND,PA
386,MECHANICSBURG,CUMBERLAND,PA
2333,MIDDLESEX,CUMBERLAND,PA
406,MONROE,CUMBERLAND,PA
389,MOUNT HOLLY SPRINGS,CUMBERLAND,PA
589,NEW CUMBERLAND,CUMBERLAND,PA
1433,NEWBURG,CUMBERLAND,PA
121,NEWVILLE,CUMBERLAND,PA
1883,NORTH MIDDLETON,CUMBERLAND,PA
183,NORTH NEWTON,CUMBERLAND,PA
145,PENN,CUMBERLAND,PA
124,SHIPPENSBURG,CUMBERLAND,PA
236,SHIREMANSTOWN,CUMBERLAND,PA
404,SILVER SPRING,CUMBERLAND,PA
2328,SOUTH MIDDLETON,CUMBERLAND,PA
320,SOUTH NEWTON,CUMBERLAND,PA
1344,SOUTHAMPTON,CUMBERLAND,PA
2021,UPPER ALLEN,CUMBERLAND,PA
709,UPPER FRANKFORD,CUMBERLAND,PA
61,UPPER MIFFLIN,CUMBERLAND,PA
299,WEST PENNSBORO,CUMBERLAND,PA
602,WORMLEYSBURG,CUMBERLAND,PA
102,BERRYSBURG,DAUPHIN,PA
175,CONEWAGO,DAUPHIN,PA
104,DAUPHIN,DAUPHIN,PA
1940,DERRY,DAUPHIN,PA
366,EAST HANOVER,DAUPHIN,PA
500,ELIZABETHVILLE,DAUPHIN,PA
503,GRATZ,DAUPHIN,PA
258,HALIFAX,DAUPHIN,PA
26,HARRISBURG,DAUPHIN,PA
469,HIGHSPIRE,DAUPHIN,PA
472,HUMMELSTOWN,DAUPHIN,PA
698,JACKSON,DAUPHIN,PA
1437,JEFFERSON,DAUPHIN,PA
379,LONDONDERRY,DAUPHIN,PA
382,LOWER PAXTON,DAUPHIN,PA
2153,LOWER SWATARA,DAUPHIN,PA
278,LYKENS,DAUPHIN,PA
623,LYKENS,DAUPHIN,PA
1436,MIDDLE PAXTON,DAUPHIN,PA
676,MIDDLETOWN,DAUPHIN,PA
538,MIFFLIN,DAUPHIN,PA
678,MILLERSBURG,DAUPHIN,PA
556,PAXTANG,DAUPHIN,PA
266,PENBROOK,DAUPHIN,PA
283,PILLOW,DAUPHIN,PA
1359,REED,DAUPHIN,PA
554,ROYALTON,DAUPHIN,PA
383,RUSH,DAUPHIN,PA
385,SOUTH HANOVER,DAUPHIN,PA
3,STEELTON,DAUPHIN,PA
2428,SUSQUEHANNA,DAUPHIN,PA
312,SWATARA,DAUPHIN,PA
221,UPPER PAXTON,DAUPHIN,PA
486,WASHINGTON,DAUPHIN,PA
1339,WAYNE,DAUPHIN,PA
2270,WEST HANOVER,DAUPHIN,PA
2273,WICONISCO,DAUPHIN,PA
23,WILLIAMS,DAUPHIN,PA
1387,WILLIAMSTOWN,DAUPHIN,PA
547,ALDAN,DELAWARE,PA
22,ASTON,DELAWARE,PA
1542,BETHEL,DELAWARE,PA
301,BROOKHAVEN,DELAWARE,PA
580,CHADDS FORD,DELAWARE,PA
142,CHESTER,DELAWARE,PA
877,CHESTER,DELAWARE,PA
133,CHESTER HEIGHTS,DELAWARE,PA
645,CLIFTON HEIGHTS,DELAWARE,PA
647,COLLINGDALE,DELAWARE,PA
577,COLWYN,DELAWARE,PA
1570,CONCORD,DELAWARE,PA
648,DARBY,DELAWARE,PA
628,DARBY,DELAWARE,PA
18,EAST LANSDOWNE,DELAWARE,PA
90,EDDYSTONE,DELAWARE,PA
1190,EDGMONT,DELAWARE,PA
32,FOLCROFT,DELAWARE,PA
1281,GLENOLDEN,DELAWARE,PA
2,HAVERFORD,DELAWARE,PA
710,LANSDOWNE,DELAWARE,PA
462,LOWER CHICHESTER,DELAWARE,PA
2479,MARCUS HOOK,DELAWARE,PA
75,MARPLE,DELAWARE,PA
1431,MEDIA,DELAWARE,PA
1193,MIDDLETOWN,DELAWARE,PA
431,MILLBOURNE,DELAWARE,PA
447,MORTON,DELAWARE,PA
619,NETHER PROVIDENCE,DELAWARE,PA
2405,NEWTOWN,DELAWARE,PA
416,NORWOOD,DELAWARE,PA
418,PARKSIDE,DELAWARE,PA
212,PROSPECT PARK,DELAWARE,PA
721,RADNOR,DELAWARE,PA
723,RIDLEY,DELAWARE,PA
215,RIDLEY PARK,DELAWARE,PA
592,ROSE VALLEY,DELAWARE,PA
9,RUTLEDGE,DELAWARE,PA
492,SHARON HILL,DELAWARE,PA
724,SPRINGFIELD,DELAWARE,PA
477,SWARTHMORE,DELAWARE,PA
1434,THORNBURY,DELAWARE,PA
596,TINICUM,DELAWARE,PA
679,TRAINER,DELAWARE,PA
498,UPLAND,DELAWARE,PA
1,UPPER CHICHESTER,DELAWARE,PA
72,UPPER DARBY,DELAWARE,PA
1643,UPPER PROVIDENCE,DELAWARE,PA
440,YEADON,DELAWARE,PA
494,BENEZETTE,ELK,PA
42,FOX,ELK,PA
443,HIGHLAND,ELK,PA
1386,HORTON,ELK,PA
282,JAY,ELK,PA
692,JOHNSONBURG,ELK,PA
605,JONES,ELK,PA
14,MILLSTONE,ELK,PA
552,RIDGWAY,ELK,PA
726,SPRING CREEK,ELK,PA
125,ST MARYS,ELK,PA
267,ALBION,ERIE,PA
604,AMITY,ERIE,PA
439,CONCORD,ERIE,PA
682,CONNEAUT,ERIE,PA
507,CORRY,ERIE,PA
461,CRANESVILLE,ERIE,PA
1556,EDINBORO,ERIE,PA
2088,ELGIN,ERIE,PA
549,ELK CREEK,ERIE,PA
575,ERIE,ERIE,PA
377,FAIRVIEW,ERIE,PA
342,FRANKLIN,ERIE,PA
667,GIRARD,ERIE,PA
255,GREENE,ERIE,PA
257,GREENFIELD,ERIE,PA
1253,HARBORCREEK,ERIE,PA
1715,LAKE CITY,ERIE,PA
491,LAWRENCE PARK,ERIE,PA
892,LE BOEUF,ERIE,PA
1905,MCKEAN,ERIE,PA
2363,MCKEAN,ERIE,PA
1044,MILL VILLAGE,ERIE,PA
1341,MILLCREEK,ERIE,PA
686,NORTH EAST,ERIE,PA
1559,PLATEA,ERIE,PA
689,SPRINGFIELD,ERIE,PA
640,SUMMIT,ERIE,PA
620,UNION,ERIE,PA
2385,UNION CITY,ERIE,PA
725,VENANGO,ERIE,PA
70,WASHINGTON,ERIE,PA
929,WATERFORD,ERIE,PA
1348,WATTSBURG,ERIE,PA
1639,WAYNE,ERIE,PA
1882,WESLEYVILLE,ERIE,PA
839,BELLE VERNON,FAYETTE,PA
1915,BROWNSVILLE,FAYETTE,PA
876,BROWNSVILLE,FAYETTE,PA
2378,BULLSKIN,FAYETTE,PA
2482,CONNELLSVILLE,FAYETTE,PA
1563,DAWSON,FAYETTE,PA
1566,DUNBAR,FAYETTE,PA
1895,DUNBAR,FAYETTE,PA
2367,EVERSON,FAYETTE,PA
2370,FAIRCHANCE,FAYETTE,PA
2127,FAYETTE CITY,FAYETTE,PA
1841,FRANKLIN,FAYETTE,PA
2283,GEORGES,FAYETTE,PA
2083,GERMAN,FAYETTE,PA
2351,HENRY CLAY,FAYETTE,PA
1301,JEFFERSON,FAYETTE,PA
1304,LOWER TYRONE,FAYETTE,PA
1944,LUZERNE,FAYETTE,PA
441,MARKLEYSBURG,FAYETTE,PA
1799,MASONTOWN,FAYETTE,PA
891,MENALLEN,FAYETTE,PA
1802,NEWELL,FAYETTE,PA
1166,NICHOLSON,FAYETTE,PA
1647,NORTH UNION,FAYETTE,PA
1674,OHIOPYLE,FAYETTE,PA
2092,PERRY,FAYETTE,PA
1917,PERRYOPOLIS,FAYETTE,PA
1545,POINT MARION,FAYETTE,PA
1105,REDSTONE,FAYETTE,PA
1165,SALTLICK,FAYETTE,PA
2120,SEVEN SPRINGS,FAYETTE,PA
2365,SMITHFIELD,FAYETTE,PA
1219,SOUTH CONNELLSVILLE,FAYETTE,PA
2339,SOUTH UNION,FAYETTE,PA
1478,SPRINGFIELD,FAYETTE,PA
1481,SPRINGHILL,FAYETTE,PA
1880,STEWART,FAYETTE,PA
1876,UNIONTOWN,FAYETTE,PA
833,UPPER TYRONE,FAYETTE,PA
1845,VANDERBILT,FAYETTE,PA
1198,WASHINGTON,FAYETTE,PA
1885,WHARTON,FAYETTE,PA
1352,BARNETT,FOREST,PA
1355,GREEN,FOREST,PA
791,HARMONY,FOREST,PA
1711,HICKORY,FOREST,PA
1714,HOWE,FOREST,PA
1762,JENKS,FOREST,PA
1681,KINGSLEY,FOREST,PA
2410,TIONESTA,FOREST,PA
1919,ANTRIM,FRANKLIN,PA
852,CHAMBERSBURG,FRANKLIN,PA
1097,FANNETT,FRANKLIN,PA
1520,GREENCASTLE,FRANKLIN,PA
2286,GREENE,FRANKLIN,PA
2012,GUILFORD,FRANKLIN,PA
2324,HAMILTON,FRANKLIN,PA
2458,LETTERKENNY,FRANKLIN,PA
745,LURGAN,FRANKLIN,PA
2060,MERCERSBURG,FRANKLIN,PA
1533,METAL,FRANKLIN,PA
1200,MONT ALTO,FRANKLIN,PA
1759,MONTGOMERY,FRANKLIN,PA
1203,ORRSTOWN,FRANKLIN,PA
2103,PETERS,FRANKLIN,PA
2266,QUINCY,FRANKLIN,PA
2191,SHIPPENSBURG,FRANKLIN,PA
1827,SOUTHAMPTON,FRANKLIN,PA
1642,ST THOMAS,FRANKLIN,PA
2319,WARREN,FRANKLIN,PA
1416,WASHINGTON,FRANKLIN,PA
1958,WAYNESBORO,FRANKLIN,PA
2375,AYR,FULTON,PA
2377,BELFAST,FULTON,PA
894,BETHEL,FULTON,PA
1900,BRUSH CREEK,FULTON,PA
2097,DUBLIN,FULTON,PA
1960,LICKING CREEK,FULTON,PA
1293,MCCONNELLSBURG,FULTON,PA
2130,TAYLOR,FULTON,PA
1530,THOMPSON,FULTON,PA
754,TODD,FULTON,PA
1073,UNION,FULTON,PA
1296,VALLEY-HI,FULTON,PA
1112,WELLS,FULTON,PA
848,ALEPPO,GREENE,PA
1552,CARMICHAELS,GREENE,PA
1725,CENTER,GREENE,PA
1554,CLARKSVILLE,GREENE,PA
2198,CUMBERLAND,GREENE,PA
2201,DUNKARD,GREENE,PA
2305,FRANKLIN,GREENE,PA
2307,FREEPORT,GREENE,PA
1856,GILMORE,GREENE,PA
2090,GRAY,GREENE,PA
2125,GREENE,GREENE,PA
2358,GREENSBORO,GREENE,PA
2380,JACKSON,GREENE,PA
1795,JEFFERSON,GREENE,PA
2314,MONONGAHELA,GREENE,PA
1381,MORGAN,GREENE,PA
1526,MORRIS,GREENE,PA
1529,PERRY,GREENE,PA
1851,RICES LANDING,GREENE,PA
1847,RICHHILL,GREENE,PA
1709,SPRINGHILL,GREENE,PA
2124,WASHINGTON,GREENE,PA
1889,WAYNE,GREENE,PA
2048,WAYNESBURG,GREENE,PA
1549,WHITELEY,GREENE,PA
1951,ALEXANDRIA,HUNTINGDON,PA
2509,BARREE,HUNTINGDON,PA
1952,BIRMINGHAM,HUNTINGDON,PA
2302,BRADY,HUNTINGDON,PA
2173,BROAD TOP CITY,HUNTINGDON,PA
2119,CARBON,HUNTINGDON,PA
2079,CASS,HUNTINGDON,PA
2175,CASSVILLE,HUNTINGDON,PA
2515,CLAY,HUNTINGDON,PA
2177,COALMONT,HUNTINGDON,PA
1667,CROMWELL,HUNTINGDON,PA
1668,DUBLIN,HUNTINGDON,PA
2024,DUDLEY,HUNTINGDON,PA
1751,FRANKLIN,HUNTINGDON,PA
2260,HENDERSON,HUNTINGDON,PA
2512,HOPEWELL,HUNTINGDON,PA
655,HUNTINGDON,HUNTINGDON,PA
2292,JACKSON,HUNTINGDON,PA
1870,JUNIATA,HUNTINGDON,PA
2015,LINCOLN,HUNTINGDON,PA
2017,LOGAN,HUNTINGDON,PA
1511,MAPLETON,HUNTINGDON,PA
2533,MARKLESBURG,HUNTINGDON,PA
2537,MILL CREEK,HUNTINGDON,PA
2178,MILLER,HUNTINGDON,PA
2073,MORRIS,HUNTINGDON,PA
2139,MOUNT UNION,HUNTINGDON,PA
2233,ONEIDA,HUNTINGDON,PA
2141,ORBISONIA,HUNTINGDON,PA
1305,PENN,HUNTINGDON,PA
1998,PETERSBURG,HUNTINGDON,PA
896,PORTER,HUNTINGDON,PA
2000,ROCKHILL,HUNTINGDON,PA
2494,SALTILLO,HUNTINGDON,PA
2496,SHADE GAP,HUNTINGDON,PA
898,SHIRLEY,HUNTINGDON,PA
2005,SHIRLEYSBURG,HUNTINGDON,PA
1866,SMITHFIELD,HUNTINGDON,PA
2254,SPRINGFIELD,HUNTINGDON,PA
2294,SPRUCE CREEK,HUNTINGDON,PA
2047,TELL,HUNTINGDON,PA
2007,THREE SPRINGS,HUNTINGDON,PA
1660,TODD,HUNTINGDON,PA
1700,UNION,HUNTINGDON,PA
1670,WALKER,HUNTINGDON,PA
1911,WARRIORS MARK,HUNTINGDON,PA
1793,WEST,HUNTINGDON,PA
1949,WOOD,HUNTINGDON,PA
2213,ARMAGH,INDIANA,PA
2308,ARMSTRONG,INDIANA,PA
2311,BANKS,INDIANA,PA
1822,BLACKLICK,INDIANA,PA
2489,BLAIRSVILLE,INDIANA,PA
2517,BRUSH VALLEY,INDIANA,PA
2542,BUFFINGTON,INDIANA,PA
2544,BURRELL,INDIANA,PA
2255,CANOE,INDIANA,PA
2257,CENTER,INDIANA,PA
1662,CHERRY TREE,INDIANA,PA
1853,CHERRYHILL,INDIANA,PA
1663,CLYMER,INDIANA,PA
2520,CONEMAUGH,INDIANA,PA
1665,CREEKSIDE,INDIANA,PA
2571,EAST MAHONING,INDIANA,PA
2211,EAST WHEATFIELD,INDIANA,PA
2504,ERNEST,INDIANA,PA
2344,GLEN CAMPBELL,INDIANA,PA
1727,GRANT,INDIANA,PA
1750,GREEN,INDIANA,PA
1656,HOMER CITY,INDIANA,PA
1658,INDIANA,INDIANA,PA
2039,MARION CENTER,INDIANA,PA
1703,MONTGOMERY,INDIANA,PA
1705,NORTH MAHONING,INDIANA,PA
1807,PINE,INDIANA,PA
2525,PLUMVILLE,INDIANA,PA
2449,RAYNE,INDIANA,PA
2206,SALTSBURG,INDIANA,PA
2527,SHELOCTA,INDIANA,PA
2548,SMICKSBURG,INDIANA,PA
1966,SOUTH MAHONING,INDIANA,PA
1968,WASHINGTON,INDIANA,PA
2568,WEST MAHONING,INDIANA,PA
1749,WEST WHEATFIELD,INDIANA,PA
2453,WHITE,INDIANA,PA
1864,YOUNG,INDIANA,PA
2055,BARNETT,JEFFERSON,PA
1836,BEAVER,JEFFERSON,PA
1834,BELL,JEFFERSON,PA
1770,BIG RUN,JEFFERSON,PA
1991,BROCKWAY,JEFFERSON,PA
1993,BROOKVILLE,JEFFERSON,PA
2040,CLOVER,JEFFERSON,PA
1974,CORSICA,JEFFERSON,PA
2263,ELDRED,JEFFERSON,PA
1976,FALLS CREEK,JEFFERSON,PA
1983,GASKILL,JEFFERSON,PA
1986,HEATH,JEFFERSON,PA
2241,HENDERSON,JEFFERSON,PA
2243,KNOX,JEFFERSON,PA
2244,MCCALMONT,JEFFERSON,PA
873,OLIVER,JEFFERSON,PA
2145,PERRY,JEFFERSON,PA
1768,PINE CREEK,JEFFERSON,PA
2507,POLK,JEFFERSON,PA
2528,PORTER,JEFFERSON,PA
1978,PUNXSUTAWNEY,JEFFERSON,PA
1980,REYNOLDSVILLE,JEFFERSON,PA
2529,RINGGOLD,JEFFERSON,PA
2531,ROSE,JEFFERSON,PA
1909,SNYDER,JEFFERSON,PA
2465,SUMMERVILLE,JEFFERSON,PA
2451,SYKESVILLE,JEFFERSON,PA
2487,TIMBLIN,JEFFERSON,PA
2446,UNION,JEFFERSON,PA
2448,WARSAW,JEFFERSON,PA
2075,WASHINGTON,JEFFERSON,PA
2492,WINSLOW,JEFFERSON,PA
1775,WORTHVILLE,JEFFERSON,PA
2442,YOUNG,JEFFERSON,PA
1818,BEALE,JUNIATA,PA
2498,DELAWARE,JUNIATA,PA
1987,FAYETTE,JUNIATA,PA
2032,FERMANAGH,JUNIATA,PA
2203,GREENWOOD,JUNIATA,PA
1868,LACK,JUNIATA,PA
2042,MIFFLIN,JUNIATA,PA
2044,MIFFLINTOWN,JUNIATA,PA
2035,MILFORD,JUNIATA,PA
2036,MONROE,JUNIATA,PA
2011,PORT ROYAL,JUNIATA,PA
2186,SPRUCE HILL,JUNIATA,PA
2188,SUSQUEHANNA,JUNIATA,PA
2287,THOMPSONTOWN,JUNIATA,PA
2038,TURBETT,JUNIATA,PA
2210,TUSCARORA,JUNIATA,PA
1815,WALKER,JUNIATA,PA
2418,ARCHBALD,LACKAWANNA,PA
